Product,Products
12407508,"[12407754,12407756,12407418,12658470,12658472,12371366,12407702,11659760]"
12407510,"[12407022,12657626,12658140,12658154,11659114,11407374,12658020,12696928]"
12407512,"[12407274,12658518,11659086,11659346,11659110,12657624,11659340,12407182]"
12407514,"[11659204,12406950,13039148,12407020,11659216,12406920,12407384,12371298]"
12407516,"[12406966,13039800,12406986,11659862,12657598,12371386,12658560,12658574]"
12407520,"[12988640,12407298,12406902,12322650,12658464,12658470,13039538,11407264]"
12407522,"[11714322,11659036,12658266,11659934,11659750,12437194,12437314,11659872]"
12407524,"[11659310,11237116,13653596,12657810,11659646,13039114,11603792,13039812]"
12407526,"[11460806,11460752,12407878,11407208,11360882,11591770,12407852,13039906]"
12407528,"[11659448,12407718,13039102,11659294,11148792,12407748,12407394,12407012]"
12407530,"[12407864,12407036,13773572,13038966,12658698,11407408,13076264,12407498]"
12407532,"[12407454,12407606,12406892,12407866,12407452,12360458,12406930,14121846]"
12407534,"[11659026,14122762,12657406,12407914,11659144,12657478,12658430,12657474]"
12407536,"[12407554,11237090,12657682,12657402,12407548,11360846,12657430,12407456]"
12407538,"[12658584,11407436,11460762,12407348,14122750,11659152,11461012,11659420]"
12407540,"[12657690,12657806,12407538,12407878,11407222,13653702,11549962,11461012]"
12407542,"[12407890,13039634,12407912,12407772,12407892,11407410,11407404,12658270]"
12407546,"[12407498,12406930,11360718,12407270,12407318,11659794,11461004,12407792]"
12407548,"[12657682,11360846,12407536,12407554,12407098,13038932,11460742,12407484]"
12407550,"[13038922,11145702,11147300,11147282,12657804,11145664,11148954,12657678]"
12407554,"[12407536,11360846,12407548,11659178,12657682,12407484,11407158,12407356]"
12407558,"[12371314,13039482,12371302,12658116,12371318,11659108,12657372,11407374]"
12407560,"[12407338,12407042,12407566,12407564,12406916,12407664,12657692,13064966]"
12407562,"[12406956,12407392,13039924,11659700,12406972,12407366,12407596,12658600]"
12407564,"[12406890,12658060,12407560,11659532,12406954,11659220,11659448,11659444]"
12407566,"[11360738,12407694,12407560,13064966,12657692,12396536,12407590,12406906]"
12407568,"[12407462,13653558,12407438,12407590,12396536,12406984,12406906,12371348]"
12407588,"[12407702,13039920,12371248,12657762,12407560,13039532,12406870,12406956]"
12407590,"[12657762,12406906,12657724,12407566,13039384,13039386,12407444,12406922]"
12407592,"[12407314,12407910,12407870,12407452,13038974,12407866,11659998,12406862]"
12407594,"[12371258,12406920,12407444,12371250,12406922,12657724,11659286,13039386]"
12407596,"[13653628,12322654,12406956,11660194,13653542,13653602,12371352,12407562]"
12407600,"[12407444,12406984,12657788,12371258,11407114,12407438,12657724,12406906]"
12407606,"[12407454,12407532,12406892,14121846,12658698,11480984,12407502,12655600]"
12407608,"[11603832,12407502,13039114,12657446,13039398,12407780,11659310,11659890]"
12407610,"[12407376,12657506,12437202,13038852,13039496,13039656,11658980,11145762]"
12407614,"[12406942,12407388,12437088,13039500,12407366,12407400,11407212,12360446]"
12407616,"[12407332,12406952,11659766,12657378,12407618,11659560,12436994,11659442]"
12407618,"[12436988,12407616,12658286,11659866,12406952,12436994,12407010,11659996]"
12407620,"[11360710,11360998,11460984,12657560,11481000,12407132,11407434,11659710]"
12407622,"[12658590,12990078,12657550,12396560,13038684,13038902,12995892,12407274]"
12407624,"[12406976,12657626,12657372,12407022,11659066,13038886,12657616,11407366]"
12407626,"[11659538,12658336,12407628,11659944,12658366,12658386,11659026,11659886]"
12407628,"[12658374,12407626,12658522,11659750,12658466,12658334,12658278,11659886]"
12407630,"[12658318,11659448,12657910,11659444,12407012,13039664,11659532,13039398]"
12407632,"[13039018,11659248,13039826,12407426,11461036,12407932,12988642,12406886]"
12407634,"[11659210,13039832,13039922,12407366,12371386,12407718,13653628,12407224]"
12407636,"[12657586,13039034,13038854,12437200,13039044,11461034,12406946,11659590]"
12407638,"[12407364,12658602,11659840,11460910,13039816,12658530,11659044,12658360]"
12407642,"[11659216,12407384,12658288,11659712,12657962,11659674,11148920,12436542]"
12407644,"[11659642,11659596,11659696,13653686,12658264,11659626,12658598,11659704]"
12407646,"[13064990,12658250,13039826,12658244,13039064,11659818,13039572,11659742]"
12407648,"[12407762,11360860,12407346,12407496,12657534,11659858,11659726,12371256]"
12407650,"[12322662,13653684,12407648,12360418,11714608,12437002,12407346,11659730]"
12407652,"[11659838,11659648,11659890,11714532,13653596,11659740,11659566,11659550]"
12407654,"[12407238,12407664,12406914,11407416,13039028,13039106,12407234,12406886]"
12407656,"[12407658,12658376,12407782,12371924,12371244,11659550,13017344,12407642]"
12407658,"[12407676,12407782,12407656,12371244,12657484,12407734,11658992,11659764]"
12407662,"[11481000,12407110,12371370,11360708,11460916,12371376,12407796,11360716]"
12407664,"[12407338,12406890,13039150,12407654,12407560,12657762,12407494,11360884]"
12407666,"[12360434,12658422,12658496,12407364,12658220,11360996,13039396,12407638]"
12407668,"[13039810,12407944,12371374,12437484,12360448,12437282,11407204,13039878]"
12407670,"[11407432,12407848,11407282,11360778,11360998,13039508,11360708,11407398]"
12407672,"[12406922,13039746,12407444,12657732,11360738,13039532,12657762,11659304]"
12407674,"[12371348,12406906,11659218,12371356,12407370,12360382,11360738,12406922]"
12407676,"[12407658,12658612,11659764,11658992,11147546,11659550,12437186,12436546]"
12407678,"[13039776,11659246,11659840,12658252,12436738,12658674,12658110,11659536]"
12407682,"[13039368,12360390,11659112,11659106,13039354,12657756,11659102,12371300]"
12407684,"[12407716,13039532,12371258,12406932,12407732,12407594,12657762,12407674]"
12407686,"[12406886,12407440,12407698,11407430,11460780,11407114,12407038,13039922]"
12407688,"[12436566,12371368,12407846,13039078,13039096,12437434,12407748,13039784]"
12407690,"[13653626,11659550,12658130,12360402,12658102,12657888,11659964,12658148]"
12407692,"[12658258,12658464,13039434,12658254,12407170,12099206,12407788,11460894]"
12407694,"[12407566,12360402,13653628,11660004,12396536,12407560,12360430,12407596]"
12407696,"[12658258,12407692,12658314,12657914,12658450,12657560,11245900,13039696]"
12407698,"[12360452,11407416,12360398,11460672,12407752,12437276,11407350,12360438]"
12407702,"[12371248,11659760,12407728,12657910,12406958,12407588,12407018,12406954]"
12407706,"[12371244,11660064,12657950,12407438,13017340,12658278,12657888,11659616]"
12407708,"[12437284,12407792,12407826,12407346,12360418,12658136,12658524,11659556]"
12407710,"[12407838,13039812,11659646,11603796,11237116,11659740,11714600,13653596]"
12407712,"[12407914,12657478,11460988,12658316,12658576,12658430,12437060,12407534]"
12407714,"[12407368,11659238,13039924,12407346,12310312,11148888,12658592,11659236]"
12407716,"[13039532,11407114,12407684,13039748,13038982,12657762,12371258,12995868]"
12407718,"[12407366,12406984,12437484,11148792,12322668,12407782,12371388,13039064]"
12407720,"[13039882,12436572,12437484,12322668,12407488,12406948,11148792,13039902]"
12407726,"[13039476,12406886,13039618,13039746,13039524,13039532,11407430,11360730]"
12407728,"[12406958,12407702,12360406,11659556,12322662,13039140,12407780,12658478]"
12407730,"[13039154,12360434,12407802,13039468,12360424,12407892,12406894,12407666]"
12407732,"[12371356,12657788,12406922,13039746,11659304,12360382,12406906,12407672]"
12407734,"[12406968,12988638,12407438,12371336,12407010,12407824,12406984,12407782]"
12407738,"[11360892,12407792,11407274,11659248,12407770,13039818,11659250,12406928]"
12407742,"[12657598,11659708,11460954,12658244,11659862,12322662,12407388,12658092]"
12407744,"[12407818,12371368,12407648,12406954,12407762,12360416,12322646,12322648]"
12407748,"[12407774,13039510,12407688,13039078,12407528,12360408,12407780,11481030]"
12407750,"[12407770,12407792,11659248,11407274,12407826,11361018,11659250,11361010]"
12407752,"[12322668,12407698,12322660,12407632,12322648,11659742,12407828,12407720]"
12407754,"[12407756,12407508,12322650,12406902,12658470,12407018,12322646,12322656]"
12407756,"[12407754,13039134,12658470,12407702,12407508,12406902,12658078,12322650]"
12407760,"[12657746,12658444,11147600,11659654,13039640,11659776,12658382,12657720]"
12407762,"[12407648,12658388,12407608,12407818,12437342,12974422,12407292,11659858]"
12407764,"[12657760,12657540,12658392,13039810,12407084,12657724,13039880,11360768]"
12407766,"[12657746,13039844,11460928,11360812,12658330,12360422,12407836,12406886]"
12407770,"[12407750,12407792,11659248,11659250,11407274,12407826,12360458,11360718]"
12407772,"[13039634,13039596,12657540,12658424,12407228,13039148,11360768,12407542]"
12407774,"[12407748,12658470,13039576,13039134,11407422,12407754,13039920,12407756]"
12407776,"[13039774,12371252,11460952,12406986,12407726,13039652,12406870,11659734]"
12407780,"[11460670,12407648,12407608,12658388,12655600,11603832,12407446,12407850]"
12407782,"[12657484,12360374,11659232,12371374,12407658,12406914,13039928,12371298]"
12407784,"[12407808,11481020,11660000,11520046,11659282,13039846,12360448,13039726]"
12407788,"[12099206,12658364,12658426,12407692,12658258,11460894,11360710,12658254]"
12407790,"[12658390,12407238,11360874,12407318,11659300,11360912,11659794,12407802]"
12407792,"[12407770,12407826,12407750,11659248,12658698,11461014,12407036,12407498]"
12407794,"[11460746,12437290,11460766,11460598,11658986,11407170,11460788,12360422]"
12407796,"[12371370,11360708,11360966,12371254,11480992,12657880,13039672,13039720]"
12407798,"[12658400,11659044,12407638,11407318,13039810,12406946,13039040,11361060]"
12407800,"[12658430,12437352,12407854,12437290,11660000,11460766,11659302,13039472]"
12407802,"[12360424,11461004,12360412,11481068,12407318,12406928,12437214,12360414]"
12407804,"[12658296,12657560,11659650,13039672,11407272,11407280,12658350,12407620]"
12407808,"[12407784,12658576,12407712,11460988,11660000,12657478,13039726,13039484]"
12407810,"[13653564,12406956,12407366,13653572,11659740,12322662,13039920,12658560]"
12407814,"[12437440,12437186,12407760,12657696,12437408,11360968,12657746,12437234]"
12407818,"[12406958,11360660,12407762,12407648,12322648,13039114,11659294,11659858]"
12407824,"[12407388,12407400,12407402,12406968,12407346,12407010,12371386,14121834]"
12407826,"[12407792,11659060,13039818,12407750,13039146,12407770,12657534,12407708]"
12407828,"[12407780,12407752,12322646,12407880,12407830,12407872,13039906,12407728]"
12407830,"[12658390,11659794,12407318,11659726,12360460,11659724,12407532,12407790]"
12407832,"[12407912,12407892,11659236,11659344,12658380,12436574,11659238,12407678]"
12407834,"[12658682,12406998,11659992,11460910,12658402,12407404,12658404,12658118]"
12407836,"[11407274,11360962,12658236,12658404,12407842,13653646,12658252,11361018]"
12407838,"[12407710,13039812,13039612,11659740,11407468,12407188,11659646,12371366]"
12407840,"[13039034,11407270,12658338,12658104,12658120,12658692,13653542,12658102]"
12407842,"[12658100,11659424,12658160,12658236,12658104,12658600,12360402,12407836]"
12407846,"[12437182,12658340,11659688,12407636,12360374,11659580,12437188,12437236]"
12407848,"[12407670,11360998,11360708,13039508,11480976,11659990,11360778,11407432]"
12407850,"[11658968,12406874,12407868,12657748,13038888,12407946,12407770,12406900]"
12407852,"[13038966,12407526,13039896,13039586,13038980,11407160,12407878,11360882]"
12407854,"[12658430,12657406,12407534,11145684,12657408,12657478,11481070,12437352]"
12407856,"[12657430,12407442,12407484,12407356,12407554,12657682,12657752,12407898]"
12407864,"[12407530,12407448,11659154,12406970,11659812,12407498,12658698,12407946]"
12407866,"[12407452,12407910,12406892,12407314,12407592,12407870,12407422,12360458]"
12407868,"[13038888,11658968,12657748,12407314,12407946,12360458,12406874,13039908]"
12407870,"[12407314,12407910,12406938,12406872,12407592,11659302,12407452,12407866]"
12407872,"[12407880,11360728,13039906,11460806,11591770,12407526,11461004,12407878]"
12407878,"[11481080,12407526,11591770,11407178,11460608,11481056,11460806,12407872]"
12407880,"[12407872,11461004,13039906,11360728,11360810,11520042,12658490,11460792]"
12407884,"[12407456,12407536,12407554,12371322,12657430,11659178,12407888,13038940]"
12407886,"[11460980,12657742,12657806,13039880,12406868,13039372,11481058,12407944]"
12407888,"[12407456,12407306,11460742,12407536,12407884,12657426,12657430,12371326]"
12407890,"[12657760,12407322,12407892,12657432,11460780,12658344,11407412,11407410]"
12407892,"[12407832,12407912,12407890,12406894,11658978,12407872,12407730,12436754]"
12407896,"[12407898,12407304,11407158,12657682,12371334,12658126,12407184,12657430]"
12407898,"[12407442,12657430,12407484,12407536,12407554,12407856,11659178,12407326]"
12407900,"[11603792,11659566,11659648,11659550,12658564,12407436,11714532,11659412]"
12407906,"[11659404,11714588,12528310,12657442,13039440,11714672,12657686,12658578]"
12407908,"[11245944,12657394,12407144,12371280,12407200,12657400,11659006,13039506]"
12407910,"[12407504,12407314,12407870,11659992,12407592,12406874,12406872,12407452]"
12407912,"[12407832,12407036,12407892,11658978,12436648,12436754,12436574,11659238]"
12407914,"[11481086,12407712,11658970,12407534,12657406,11460772,12657478,12658430]"
12407916,"[12407498,12407446,12407502,12655600,11603832,11659794,12658136,12407448]"
12407918,"[11714608,11237072,11659330,11659326,12407400,11659984,12436994,11659332]"
12407924,"[11659068,13038650,13038870,12407276,11659182,13039404,12407326,12995868]"
12407926,"[12407492,11407382,12995880,13038920,12407380,13039492,12407272,12995878]"
12407928,"[13038974,12406872,12407592,12406862,11659998,12407314,13039904,11481008]"
12407930,"[12407324,12990074,12657620,12360386,13038844,12988646,12407466,12657756]"
12407932,"[11659248,12407632,12988642,12658228,12658292,12658330,11659424,12407792]"
12407934,"[13653550,11659210,13039746,12407566,13039920,11407206,13039752,12371350]"
12407936,"[13038716,13653538,12658012,12657954,12657892,12657914,13653572,13653556]"
12407940,"[11658994,11659482,12406986,12407516,12407742,12407202,12657990,11660134]"
12407944,"[12407668,13039810,12407872,11591770,13039878,13039880,12657334,12657432]"
12407946,"[12658388,12360458,12407446,12655600,11658968,12407318,12406874,12407864]"
12423434,"[12423444,12423488,12423436,12423456,12423454,12423438,12423446,12445172]"
12423436,"[12423444,12423434,12423488,12423438,12423446,12423476,12423456,12445172]"
12423438,"[12423436,12423472,12423446,12423444,12423488,12423476,12423434,13650198]"
12423444,"[12423434,12423436,12423488,12423446,12423438,12423456,12423476,12445172]"
12423446,"[12423476,12423444,12423436,12423472,12423438,12445172,12423488,12445156]"
12423450,"[12423454,12423456,12445222,12445204,12477232,12445160,12445226,12445144]"
12423452,"[12445200,12445202,12445208,12445182,12445210,12445186,12445190,12445196]"
12423454,"[12423456,12423450,12423434,12445172,12445160,12445168,12423488,12445174]"
12423456,"[12423454,12423450,12423434,13650228,12423444,12423488,12423436,13649960]"
12423462,"[12423486,12423466,12423480,12423490,12423464,12477236,12477234,12423492]"
12423464,"[12477234,12423480,12423490,12423492,12423466,12423484,12423462,12423486]"
12423466,"[12423486,12477236,12423462,12423464,12477234,12423480,12423490,12423492]"
12423472,"[12423476,12423438,12423446,12445172,12423436,12936618,12936782,13650140]"
12423476,"[12423472,12423446,12423438,12423436,12423444,12445172,12445176,12445156]"
12423480,"[12423480,12477234,12423464,12423492,12423462,12423484,12423486,12423466]"
12423482,"[12423484,12477230,12445210,12423492,12445186,12477238,12423464,12936646]"
12423484,"[12423492,12477238,12477234,12423464,12423490,12423480,12423482,12445210]"
12423486,"[12423462,12423466,12477236,12423464,12423490,12423480,12477234,12423492]"
12423488,"[12423434,12423444,12423436,12423438,12423446,12445172,12423456,12423454]"
12423490,"[12423490,12477234,12423464,12423492,12423462,12423484,12423486,12423466]"
12423492,"[12477234,12423484,12423480,12423490,12477238,12423464,12423466,12477236]"
12436412,"[12437158,12437418,12436420,12436470,12436460,12436542,12437048,12436418]"
12436414,"[12437196,12436420,12437274,12436418,11659002,12436464,12437324,12437322]"
12436416,"[12436976,12437222,12437180,12437158,11659590,12658316,12436420,12436470]"
12436418,"[12436420,12436742,12437322,12437326,12437346,12436470,12436416,12437158]"
12436420,"[12436418,12436416,12436742,12437322,12436414,12436470,12437326,12436412]"
12436450,"[12436774,13773580,11659148,12437440,12437034,12657586,12437220,11149934]"
12436456,"[12436460,12437058,11237260,12437356,12437354,12437420,12437158,12436418]"
12436458,"[12437306,11144260,12454404,11481068,11361064,12437090,12657408,11520046]"
12436460,"[12437420,12437474,12437418,12436456,11520046,12437352,11361064,12437354]"
12436464,"[12436976,12437222,12437322,12437232,12437196,12436416,12437302,12437090]"
12436466,"[11659840,13038850,12437220,13039066,11658980,11659958,11659186,12437408]"
12436468,"[12436888,12437354,12658316,12658430,12407914,12407712,12406948,12658446]"
12436470,"[12436742,11659052,12436416,12436418,12437418,12658410,11659956,12436738]"
12436494,"[12436496,12437188,12437434,12437182,12437210,12436586,12437310,11659568]"
12436496,"[12437310,12437210,12436586,12436494,12437408,12437316,12436498,12436774]"
12436498,"[12437446,12437344,12436546,12437440,12437434,12437030,12437090,12436586]"
12436542,"[12437420,12437418,11361064,11659018,11520046,12658288,11481078,11659328]"
12436546,"[12437164,11145614,11659962,12437186,12437090,12657564,11659148,12437440]"
12436564,"[12437200,12436566,12437138,12437440,12437182,12437408,12437318,12437210]"
12436566,"[12436564,12407688,12437342,12437422,12437200,12437182,12436496,12436774]"
12436572,"[11360780,12407720,12407420,12436468,12407698,12657338,13039686,13039578]"
12436574,"[11407120,12658380,12407832,11659344,12407912,11659652,12436648,12437288]"
12436586,"[12437310,12436496,12437030,12437264,12437316,12437318,12437186,12436498]"
12436648,"[12437422,12437160,12437340,12436754,12407036,12407912,11407170,11407162]"
12436698,"[12436780,12360460,12437408,12437492,12437218,11659314,12436586,11360916]"
12436738,"[11659956,13039512,12973004,12658432,12658360,11659840,12437052,12658312]"
12436742,"[12436470,12436418,12436738,12437418,12658410,12658360,12436776,11659246]"
12436752,"[12437236,12437148,12437128,12437200,13039760,12658604,12437138,12437264]"
12436754,"[12437160,13039764,12436648,12407912,12407794,12407832,11658978,12407892]"
12436774,"[12437210,12436450,12437318,12437440,12437310,12437408,12437138,12437264]"
12436776,"[12658276,12436742,12437054,12437158,13039044,12657406,11659246,12437180]"
12436780,"[13038942,12436698,13653684,11360724,12657866,11659628,12437204,13039562]"
12436786,"[12436790,12437380,13039760,12437194,12437228,12437376,12437336,11360784]"
12436790,"[12436786,12437376,12437380,12437194,12437228,11659466,12658490,13039452]"
12436848,"[12437236,12437274,12437340,11460772,14122832,12437472,12437200,11360976]"
12436886,"[12437090,12407448,11481068,12437344,11659812,11481054,12454404,13039452]"
12436888,"[12436468,12437044,12437416,12407228,12657338,13039496,11407218,12437204]"
12436976,"[12436464,12437222,12436416,12437322,12437346,12437232,11659026,12437196]"
12436988,"[12407390,12407618,12658090,12407300,12406950,11660198,12436742,12436994]"
12436994,"[12437002,12407332,12407616,12658090,12658286,12407366,12407618,12406952]"
12436996,"[12371298,13039596,12407084,12658282,11714526,12658476,12407782,12436988]"
12437002,"[11237072,12436994,11659430,11658984,12360396,11659890,12406912,11659208]"
12437028,"[12437380,12657556,11407242,12437308,12437194,13039512,12973004,12658432]"
12437030,"[12437210,12437434,12437446,12437310,12436586,12436774,12436498,12437264]"
12437032,"[12437238,11659804,11659548,13038948,11659834,11660192,12437224,13038952]"
12437034,"[12436450,14121836,12437440,12437318,11145612,12437408,11147290,13038922]"
12437044,"[12437266,12407376,12437204,12437176,12436888,12437312,14122762,12437050]"
12437048,"[12437418,12437348,12437428,12436460,12437474,11659944,12437302,12437420]"
12437050,"[12437312,12437202,12437216,12437266,12437170,12437176,12437044,12437230]"
12437052,"[12436738,12437292,12437314,11659246,12658432,12973004,13039512,12437222]"
12437054,"[12437314,12436776,11659590,12437052,12658252,12437318,12437090,12437184]"
12437058,"[12436456,12437158,11237260,12437352,12437354,12436542,12454400,12437280]"
12437060,"[13039484,12437228,11145640,11461020,12407910,12657474,12407348,12407712]"
12437062,"[11659822,12406892,12437168,11147312,14122750,13039806,14121840,12437344]"
12437088,"[12407342,12437228,13039876,13039500,12360410,12436786,12407614,12360388]"
12437090,"[12437184,12437164,12437318,12437168,12437314,11659840,11145614,12436886]"
12437092,"[12437292,12407348,11407162,12437168,13039068,12657558,11659246,11407160]"
12437128,"[12437148,11659236,12436752,12437264,12437160,11659624,11659840,12437236]"
12437138,"[12437200,12437182,12437210,12437440,12436774,12437228,12436450,12437236]"
12437148,"[12437236,12436752,13039760,12437128,12437138,12658604,13039050,12436848]"
12437158,"[12437180,12436416,12437058,12437222,12437346,12658316,12436976,12436776]"
12437160,"[12436754,12436648,11658978,11145740,12657554,12407760,12657558,12657720]"
12437164,"[12437090,12437184,12436546,13039022,12658398,12437186,11145614,12406998]"
12437166,"[12437230,13039530,12437216,13039766,12437338,12437224,12437170,12437270]"
12437168,"[12658580,12437344,12437090,12437194,12437228,13039070,13773576,12658110]"
12437170,"[12437270,12437312,12437272,12437216,12437266,12657416,12437300,12437202]"
12437172,"[12437376,12436790,11407122,11481054,11659934,11407280,13039452,11659988]"
12437176,"[12437266,12437416,12437204,11659590,13038862,12407626,12437202,11361044]"
12437180,"[12658316,12437158,12436416,11360824,12658360,11460988,13039512,12658432]"
12437182,"[12437138,12437200,12437210,13039784,12437342,12437440,12436774,12436450]"
12437184,"[12437090,12437164,11659840,12437408,12437378,11659962,12437314,11145614]"
12437186,"[12437440,12658444,13038868,12658536,11659940,11659148,11147292,12437264]"
12437188,"[11659568,11659552,12658444,12437186,12657914,12658322,12436494,12437440]"
12437194,"[12437228,12437380,12658580,12437376,12658266,11659036,12436790,12437168]"
12437196,"[11659840,12437220,12436464,12436976,11659590,11460910,13038944,12658538]"
12437200,"[12437138,12437182,12436564,13039034,12437210,12437236,12436774,12437408]"
12437202,"[12437266,12437050,12437176,12437312,12437272,12437170,13039086,12657576]"
12437204,"[12437416,12437176,11361044,12407636,12437044,13039826,12657586,11659590]"
12437210,"[12437182,12437138,12436774,12437440,12437030,12437200,12436496,12437310]"
12437212,"[12360448,12437218,12371358,11407318,11460780,12437380,11460772,11360882]"
12437214,"[12437446,11360810,12407802,12436886,13039012,11481068,12406928,12407826]"
12437216,"[12437230,12437338,12437170,13039800,12437312,12437166,12437238,12437050]"
12437218,"[12437212,11360968,12437088,11360904,12360424,11360760,12360460,11659732]"
12437220,"[13038946,12436450,12437186,13038944,12437196,12657586,13038868,12437408]"
12437222,"[12436976,12436464,12437322,12436416,11460988,12437346,12437232,12437158]"
12437224,"[13039090,12437416,14121832,13039656,12437166,13039076,12657584,12657482]"
12437228,"[12437194,13039500,12437344,12437088,12436790,12437380,12437168,12437138]"
12437230,"[12437216,13039766,12437166,12437270,13039800,12437170,13039638,12437416]"
12437232,"[12436976,12436464,12437346,12437222,12437324,12437322,12437262,12436418]"
12437234,"[12437434,13038968,12658246,12658186,12658318,12437440,11659208,11148854]"
12437236,"[12436848,12437408,12437138,12437200,12437264,12436774,12658604,12437148]"
12437238,"[12437216,12437032,13039766,12658560,11659436,12657416,11659804,12437230]"
12437260,"[12437408,12437228,12437380,11659962,11659960,12437186,11460968,12437264]"
12437262,"[12437428,12436470,12437232,12437048,11659052,12436412,11460756,11659944]"
12437264,"[12437318,12437408,12437380,12437186,12436774,12437316,11659840,12437090]"
12437266,"[12437202,12437176,12437312,12437170,12437416,12437044,12437050,11361044]"
12437270,"[12437170,12437272,12437300,12437216,12437230,12437338,12437088,12437312]"
12437272,"[12437270,12437170,12437202,12437312,12437416,12437230,14121832,12437266]"
12437274,"[12437346,12437356,12436848,11659246,12437222,12436418,12436414,11460772]"
12437276,"[12437288,13653604,12437324,12657526,12407698,11360904,11407404,12437218]"
12437280,"[12437352,12437356,12437222,12437058,12437324,12437290,12437474,11520046]"
12437282,"[12407668,12437350,13039922,12437342,12406940,13039928,12437138,13039154]"
12437284,"[12407708,12360418,11461014,12407346,12657500,12658550,12658524,11603832]"
12437288,"[12437276,12437422,11407120,12406964,11360942,12437408,12436574,12407912]"
12437290,"[12437352,12407794,12657408,12407394,11520046,11659246,12437326,14121830]"
12437292,"[12437092,12437052,12437168,11659542,12658348,12437348,12437090,11658998]"
12437300,"[12437270,12437170,12437312,12657416,12437338,12437088,12437216,12437272]"
12437302,"[12436464,12437048,11149974,12436976,11659840,12658436,12436546,11148922]"
12437304,"[12658334,12436542,13039644,11148920,12658410,13038988,12437418,11659614]"
12437306,"[11361064,12454404,12436458,11481086,12437308,11139650,13039452,12436738]"
12437308,"[11659956,12657478,12436738,12437380,11360784,12657408,13039512,12973004]"
12437310,"[12436586,12436496,12436774,12437264,12437318,12437210,12437030,12437408]"
12437312,"[12437050,12437170,12437266,12437216,12437202,12437272,12437176,12657416]"
12437314,"[12437090,12437184,12437054,12437052,11659840,11659934,12436738,11714322]"
12437316,"[12437264,12437408,12437034,12437318,13039760,12436450,12436586,12437440]"
12437318,"[12437264,12437408,12437090,12436774,12437034,12437220,12437380,12437310]"
12437320,"[12437158,12437322,12437180,12437052,12437354,12437222,12437274,12437346]"
12437322,"[12437222,12436976,12436464,12436418,12436416,12436742,12437346,12436420]"
12437324,"[12437232,12437326,12437280,12436464,12436414,12437322,12437276,12437346]"
12437326,"[12436418,12437324,12437322,12436420,12437290,12437232,12436412,12437274]"
12437336,"[12657408,12437264,12658634,12436786,12658286,11659722,12436738,12657478]"
12437338,"[12437216,12437166,14121832,12437270,12437170,13039656,12437224,13039090]"
12437340,"[12437422,12436848,12437342,12436648,12437200,12407036,12437182,12407880]"
12437342,"[12437182,13039078,11360974,12437340,12436566,11460678,12436498,12437138]"
12437344,"[12437228,12437168,12658580,12436790,12436498,12436886,11659466,12436774]"
12437346,"[12437356,12436976,12437274,12437232,12437222,12437354,12436418,12437158]"
12437348,"[12437048,12437292,12437418,12437474,12360422,11659216,12437290,11148920]"
12437350,"[12436886,11659302,11659998,13039726,11460672,12437342,12407870,11460678]"
12437352,"[12437280,12437290,12436460,12437058,12437356,12407854,12437354,11520046]"
12437354,"[12437346,11659244,12437420,12436460,12437158,12658446,12437352,12437058]"
12437356,"[12437346,12437280,12437274,12437352,12436456,12436976,12437222,12437354]"
12437376,"[12436790,12437380,12437194,12657558,11407162,12436786,12437172,11659934]"
12437378,"[12437184,11659954,13039080,11659962,11145614,13039776,12437090,12658086]"
12437380,"[12437194,12437376,12436790,12437264,12436786,12437228,12437308,12437318]"
12437406,"[11460772,12437322,12437354,12658430,12437222,11659158,11659246,12437052]"
12437408,"[12437318,12437264,12437184,12437090,12436774,12437440,12437236,11659840]"
12437416,"[12437176,12437204,12437266,12657506,12437224,11361044,13039638,13039496]"
12437418,"[12437420,12436542,12658348,12436742,12658288,12436460,12437048,12658410]"
12437420,"[12436542,12436460,12437418,11460990,12454400,12437474,12437354,11481078]"
12437422,"[12437340,12436648,11360994,13039146,12437342,12437288,12436566,12437160]"
12437426,"[11407180,11407318,12454400,11460990,12436460,11481078,12436742,11658970]"
12437428,"[12437262,12437048,12437418,12407228,12436412,12437354,12437474,11659944]"
12437434,"[12437440,12437030,12437210,12437234,12436494,12436498,12437446,12437188]"
12437440,"[12437186,12437138,12436450,12436774,12437408,12437034,12437434,12437182]"
12437446,"[12437214,12436498,12437030,12437344,12437228,13039484,12437090,12437138]"
12437468,"[13038976,11237224,13039726,12436742,12437090,12657478,11237222,13038966]"
12437472,"[11407172,12436848,11481076,12437034,14121828,11360976,14122832,14121824]"
12437474,"[12436460,11460682,11360780,12437420,11520046,12437418,12454400,11460780]"
12437484,"[11148792,12407718,11407318,12360382,12407668,12371374,12407720,13039910]"
12437492,"[12407734,12371336,12437302,12406988,12437502,12371342,12988638,11659232]"
12437500,"[11237260,13039390,12407084,12407394,12407642,12406950,13039848,13039744]"
12437502,"[13039924,11603798,11659952,12407562,12407648,12407346,11659450,12407354]"
12445144,"[12445146,12445182,12445208,12445190,12445178,12445180,12445222,12445202]"
12445146,"[12445144,12445182,12445178,12445180,12445226,12445190,12445208,12445222]"
12445148,"[12445158,12445164,12445168,12445160,12445162,12445174,12445172,12445156]"
12445150,"[12445176,12445156,12445166,12445152,12445162,12445170,12445172,12445174]"
12445152,"[12445170,12445166,12445174,12445162,12445168,12445160,12445176,12445150]"
12445156,"[12445176,12445172,12445150,12445162,12445174,12445168,12445164,12445166]"
